Recording,Participant,Timeline,TOI,Interval,Media,AOI,AOI_size,Duration_of_interval,Start_of_interval,Total_duration_of_fixations,Average_duration_of_fixations,Number_of_fixations,Time_to_first_fixation,Total_duration_of_Glances,Number_of_Glances
UXRecording3,UXP23,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,add_to_cart_target,18130,11514,30000,0,0,0,11514,386,0
UXRecording3,UXP23,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,promo_popup,45495,11850,30000,1793,207,6,377,1035,3
UXRecording3,UXP23,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,price_label,9821,11409,30000,834,417,2,3754,321,1
UXRecording3,UXP23,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,navigation_menu,33473,11600,30000,1117,137,7,1193,786,2
UXRecording3,UXP23,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,search_bar_target,19093,12865,30000,1040,520,2,3179,234,1
UXRecording3,UXP23,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,recommended_items,79420,12465,30000,1840,225,8,1318,1174,4
UXRecording3,UXP23,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,reviews_section,59530,12038,30000,650,325,2,7595,394,1
UXRecording3,UXP23,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,shipping_info_target,12773,11746,30000,888,329,2,7564,190,1
UXRecording3,UXP23,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,footer_links,41653,11818,30000,239,199,1,6968,568,2
UXRecording1,UXP24,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,hero_banner,119835,12768,0,3013,197,13,324,992,4
UXRecording1,UXP24,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,product_image,100133,12357,0,2467,224,10,667,902,3
UXRecording1,UXP24,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,checkout_target,14802,11878,0,708,503,1,5136,160,1
UXRecording1,UXP24,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,add_to_cart_target,15639,11961,0,1782,594,3,5569,400,1
UXRecording1,UXP24,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,promo_popup,43164,11553,0,2196,244,9,472,1330,4
UXRecording1,UXP24,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,price_label,8503,12174,0,877,415,2,2559,272,1
UXRecording1,UXP24,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,navigation_menu,31426,11298,0,1120,160,7,1339,643,3
UXRecording1,UXP24,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,search_bar_target,18526,12153,0,1359,453,3,4861,319,1
UXRecording1,UXP24,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,recommended_items,71221,12094,0,1684,208,7,1163,946,4
UXRecording1,UXP24,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,reviews_section,52700,11480,0,771,257,3,5012,394,2
UXRecording1,UXP24,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,shipping_info_target,12370,12132,0,0,0,0,12132,247,0
UXRecording1,UXP24,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,footer_links,40432,12062,0,240,151,1,11636,594,2
UXRecording2,UXP24,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,hero_banner,118964,11579,15000,2628,219,12,540,1663,3
UXRecording2,UXP24,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,product_image,90230,12352,15000,2232,274,8,474,1010,3
UXRecording2,UXP24,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,checkout_target,14946,12308,15000,1008,522,1,5596,168,1
UXRecording2,UXP24,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,add_to_cart_target,18014,12454,15000,1001,358,2,4596,355,1
UXRecording2,UXP24,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,promo_popup,42769,11993,15000,2111,228,8,436,1373,5
UXRecording2,UXP24,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,price_label,9077,11203,15000,916,458,2,3580,274,1
UXRecording2,UXP24,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,navigation_menu,35033,12362,15000,830,200,4,1308,1052,2
UXRecording2,UXP24,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,search_bar_target,18578,12174,15000,0,0,0,12174,210,1
UXRecording2,UXP24,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,recommended_items,80112,12519,15000,1924,206,8,1777,802,3
UXRecording2,UXP24,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,reviews_section,56900,11042,15000,606,303,2,6871,510,2
UXRecording2,UXP24,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,shipping_info_target,12188,12313,15000,883,341,1,5860,178,0
UXRecording2,UXP24,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,footer_links,39834,12060,15000,234,191,1,9071,632,2
UXRecording3,UXP24,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,hero_banner,130005,11367,30000,2579,238,10,417,886,2
UXRecording3,UXP24,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,product_image,100495,11413,30000,2031,239,8,604,1145,3
UXRecording3,UXP24,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,checkout_target,14110,12664,30000,1292,646,2,8234,263,1
UXRecording3,UXP24,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,add_to_cart_target,17281,11396,30000,1304,561,2,5560,295,1
UXRecording3,UXP24,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,promo_popup,46711,11526,30000,1591,221,7,414,1277,4
UXRecording3,UXP24,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,price_label,8945,12402,30000,0,0,0,12402,236,1
UXRecording3,UXP24,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,navigation_menu,32879,11839,30000,1092,156,7,910,1034,2
UXRecording3,UXP24,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,search_bar_target,20262,11082,30000,709,354,1,4218,196,1
UXRecording3,UXP24,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,recommended_items,71940,12712,30000,1605,181,6,1521,831,2
UXRecording3,UXP24,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,reviews_section,52553,11583,30000,1092,364,3,5217,357,1
UXRecording3,UXP24,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,shipping_info_target,11901,11958,30000,0,0,0,11958,218,1
UXRecording3,UXP24,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,footer_links,38365,12301,30000,262,129,2,8510,532,2
UXRecording1,UXP25,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,hero_banner,116435,12200,0,2832,174,9,426,966,4
UXRecording1,UXP25,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,product_image,92786,11658,0,2981,271,11,606,791,3
UXRecording1,UXP25,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,checkout_target,13284,11918,0,848,424,2,6964,165,1
UXRecording1,UXP25,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,add_to_cart_target,17906,11118,0,1257,347,2,4982,286,1
UXRecording1,UXP25,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,promo_popup,43524,12363,0,1778,141,7,569,1053,5
UXRecording1,UXP25,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,price_label,9669,12794,0,766,383,2,2594,244,1
UXRecording1,UXP25,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,navigation_menu,31513,12723,0,903,223,4,1080,1090,2
UXRecording1,UXP25,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,search_bar_target,20392,12224,0,806,367,1,3559,203,1
UXRecording1,UXP25,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,recommended_items,73453,11651,0,1765,180,6,1798,792,2
UXRecording1,UXP25,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,reviews_section,57557,11973,0,807,228,2,6440,335,1
UXRecording1,UXP25,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,shipping_info_target,12879,12412,0,970,485,2,8754,193,1
UXRecording1,UXP25,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,footer_links,39446,11109,0,246,123,2,11109,576,1
UXRecording2,UXP25,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,hero_banner,125523,11328,15000,3388,242,14,307,1405,4
UXRecording2,UXP25,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,product_image,91949,12386,15000,3080,280,11,727,1079,2
UXRecording2,UXP25,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,checkout_target,13653,12175,15000,1196,598,2,5807,196,1
UXRecording2,UXP25,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,add_to_cart_target,16178,11419,15000,1188,396,3,4821,301,1
UXRecording2,UXP25,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,promo_popup,45445,11877,15000,1664,141,9,428,1224,4
UXRecording2,UXP25,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,price_label,9553,11607,15000,0,0,0,11607,303,1
UXRecording2,UXP25,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,navigation_menu,33188,12219,15000,1239,177,7,1055,581,3
UXRecording2,UXP25,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,search_bar_target,20077,11321,15000,982,491,2,4034,322,1
UXRecording2,UXP25,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,recommended_items,76318,12450,15000,1185,203,5,1600,684,2
UXRecording2,UXP25,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,reviews_section,58363,12908,15000,924,308,3,7372,408,1
UXRecording2,UXP25,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,shipping_info_target,12168,11332,15000,970,485,2,6458,162,0
UXRecording2,UXP25,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,footer_links,41662,11584,15000,216,148,1,9512,592,2
UXRecording3,UXP25,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,hero_banner,129098,12754,30000,3014,189,11,295,829,4
UXRecording3,UXP25,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,product_image,104645,12257,30000,2398,262,6,610,716,3
UXRecording3,UXP25,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,checkout_target,15138,11588,30000,1218,609,2,8283,213,0
UXRecording3,UXP25,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,add_to_cart_target,16597,12034,30000,0,0,0,12034,311,1
UXRecording3,UXP25,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,promo_popup,42909,11099,30000,1827,163,8,466,1355,4
UXRecording3,UXP25,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,price_label,8908,11359,30000,710,355,2,3816,343,1
UXRecording3,UXP25,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,navigation_menu,32014,12656,30000,879,173,5,916,750,3
UXRecording3,UXP25,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,search_bar_target,20008,12509,30000,1106,383,2,3810,310,1
UXRecording3,UXP25,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,recommended_items,71256,12063,30000,1498,228,6,1966,834,4
UXRecording3,UXP25,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,reviews_section,54745,11649,30000,503,225,2,7442,362,2
UXRecording3,UXP25,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,shipping_info_target,13180,12188,30000,830,415,2,9322,220,1
UXRecording3,UXP25,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,footer_links,41374,12334,30000,269,131,1,6756,392,2
UXRecording1,UXP26,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,hero_banner,122133,11133,0,2984,206,8,366,1614,3
UXRecording1,UXP26,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,product_image,98551,12559,0,1928,173,8,476,697,3
UXRecording1,UXP26,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,checkout_target,15345,11838,0,1024,512,2,5697,193,0
UXRecording1,UXP26,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,add_to_cart_target,17917,11101,0,853,351,2,6240,278,1
UXRecording1,UXP26,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,promo_popup,43810,12208,0,2410,241,10,531,1241,3
UXRecording1,UXP26,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,price_label,9525,11701,0,720,378,1,3137,189,1
UXRecording1,UXP26,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,navigation_menu,30446,12391,0,960,192,5,1214,1074,3
UXRecording1,UXP26,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,search_bar_target,17741,11181,0,802,401,2,3781,190,0
UXRecording1,UXP26,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,recommended_items,75574,11772,0,1720,215,8,1211,954,2
UXRecording1,UXP26,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,reviews_section,52238,12230,0,546,273,2,5223,476,1
UXRecording1,UXP26,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,shipping_info_target,12136,11184,0,898,506,1,9904,269,0
UXRecording1,UXP26,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,footer_links,37220,11298,0,245,117,1,10426,622,1
UXRecording2,UXP26,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,hero_banner,127442,12281,15000,1955,182,10,532,1363,3
UXRecording2,UXP26,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,product_image,99253,12142,15000,2750,250,11,856,995,2
UXRecording2,UXP26,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,checkout_target,13976,12339,15000,1380,690,2,5986,165,0
UXRecording2,UXP26,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,add_to_cart_target,15656,11411,15000,0,0,0,11411,219,1
UXRecording2,UXP26,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,promo_popup,45267,11722,15000,2288,208,11,564,1254,4
UXRecording2,UXP26,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,price_label,8782,12536,15000,918,459,2,3711,316,1
UXRecording2,UXP26,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,navigation_menu,32465,11471,15000,1449,207,7,1220,1078,3
UXRecording2,UXP26,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,search_bar_target,19836,11967,15000,908,454,2,3361,335,1
UXRecording2,UXP26,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,recommended_items,76050,12002,15000,1692,188,9,1944,883,4
UXRecording2,UXP26,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,reviews_section,58465,11173,15000,732,287,2,4585,399,1
UXRecording2,UXP26,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,shipping_info_target,13562,11700,15000,900,450,2,7018,278,0
UXRecording2,UXP26,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,footer_links,39119,11835,15000,252,170,1,9452,656,2
UXRecording3,UXP26,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,hero_banner,125932,12954,30000,3032,228,8,476,1164,2
UXRecording3,UXP26,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,product_image,105625,11118,30000,2231,203,8,719,1320,2
UXRecording3,UXP26,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,checkout_target,14397,11251,30000,1124,562,2,7764,217,1
UXRecording3,UXP26,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,add_to_cart_target,16428,12807,30000,0,0,0,12807,313,1
UXRecording3,UXP26,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,promo_popup,45088,12834,30000,1838,206,6,648,1466,4
UXRecording3,UXP26,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,price_label,9295,12633,30000,0,0,0,12633,240,1
UXRecording3,UXP26,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,navigation_menu,35328,12194,30000,899,131,6,914,1025,3
UXRecording3,UXP26,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,search_bar_target,19282,12663,30000,0,0,0,12663,194,0
UXRecording3,UXP26,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,recommended_items,79421,12668,30000,1822,210,5,1255,643,3
UXRecording3,UXP26,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,reviews_section,53013,11904,30000,963,321,3,7961,417,2
UXRecording3,UXP26,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,shipping_info_target,12699,11990,30000,1012,506,2,7042,279,0
UXRecording3,UXP26,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,footer_links,38866,11931,30000,203,192,1,9316,553,2
UXRecording1,UXP27,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,hero_banner,115783,11404,0,3043,169,15,510,1161,3
UXRecording1,UXP27,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,product_image,101236,11997,0,1818,202,9,753,1259,3
UXRecording1,UXP27,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,checkout_target,14081,12041,0,1292,646,2,5278,187,1
UXRecording1,UXP27,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,add_to_cart_target,17382,11757,0,1235,408,3,3740,325,1
UXRecording1,UXP27,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,promo_popup,44446,11136,0,2310,210,11,556,1076,3
UXRecording1,UXP27,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,price_label,9284,12560,0,789,339,1,2797,329,1
UXRecording1,UXP27,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,navigation_menu,34080,11272,0,972,209,4,1388,758,4
UXRecording1,UXP27,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,search_bar_target,19855,12457,0,876,438,2,3887,178,0
UXRecording1,UXP27,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,recommended_items,78674,11650,0,1528,149,9,1266,1028,3
UXRecording1,UXP27,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,reviews_section,54643,12461,0,726,340,2,4715,438,1
UXRecording1,UXP27,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,shipping_info_target,12297,11099,0,716,354,1,7564,227,0
UXRecording1,UXP27,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,footer_links,37620,12346,0,239,161,1,10780,669,2
UXRecording2,UXP27,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,hero_banner,116133,12310,15000,3915,261,15,514,1066,4
UXRecording2,UXP27,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,product_image,97724,12499,15000,2243,235,9,475,1173,2
UXRecording2,UXP27,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,checkout_target,14829,12566,15000,824,412,2,7327,268,0
UXRecording2,UXP27,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,add_to_cart_target,17268,11057,15000,1080,373,2,4553,359,1
UXRecording2,UXP27,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,promo_popup,48139,12642,15000,1885,189,6,633,1420,5
UXRecording2,UXP27,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,price_label,8893,11713,15000,986,493,2,2637,375,1
UXRecording2,UXP27,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,navigation_menu,34420,11107,15000,1176,196,6,987,678,3
UXRecording2,UXP27,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,search_bar_target,19052,12539,15000,970,464,2,3391,197,1
UXRecording2,UXP27,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,recommended_items,76535,12836,15000,1299,190,5,1969,1102,4
UXRecording2,UXP27,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,reviews_section,56044,12764,15000,680,264,2,4730,305,2
UXRecording2,UXP27,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,shipping_info_target,13810,12730,15000,745,440,1,7441,150,1
UXRecording2,UXP27,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,footer_links,40270,11270,15000,270,164,1,11270,652,2
UXRecording3,UXP27,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,hero_banner,116343,12954,30000,2928,244,12,525,983,4
UXRecording3,UXP27,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,product_image,100261,12593,30000,2450,206,11,679,1264,3
UXRecording3,UXP27,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,checkout_target,14730,11526,30000,0,0,0,11526,275,1
UXRecording3,UXP27,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,add_to_cart_target,17768,11540,30000,1377,412,2,4238,296,1
UXRecording3,UXP27,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,promo_popup,46353,12365,30000,1804,217,8,454,1007,4
UXRecording3,UXP27,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,price_label,8995,12024,30000,876,438,2,3217,266,1
UXRecording3,UXP27,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,navigation_menu,31403,12178,30000,1045,209,5,1140,1083,2
